,postid,Name,ExtractName,Address,Year,GPA400,GPA375,GPA350,GPA325,GPA300,GPA250,GPA200,GPA100,GPA000
785,96692,California State University--Long Beach,"University of California, Los Angeles","405 Hilgard Avenue, Los Angeles, CA 90095",2022-2023,59.1%,34.0%,4.9%,1.6%,3%,1%,0%,0%,0%
786,96692,California State University--Long Beach,"University of California, Los Angeles","405 Hilgard Avenue, Los Angeles, CA 90095",2022-2023,59.1%,34.0%,4.9%,1.6%,0.3%,1%,0%,0%,0%
787,96693,Fairfield University,Fairfield University,"1073 North Benson Road, Fairfield, Connecticut, 06824, United States",2023-2024,30.5%,25.0%,21.6%,13.1%,6.3%,3.2%,0.4%,0.0%,0.0%
788,96693,Fairfield University,Unknown University,Unknown Address,2021-2022,32.50%,21.36%,22.12%,12.58%,7.95%,2.95%,0.53%,,
789,96693,Fairfield University,Pitzer College,"1050 N. Mills Avenue, Claremont, California, 91711, United States",2023-2024,45.5%,33.7%,17.5%,2.0%,0.4%,0.8%,0.0%,0.0%,0.0%
790,96712,Stockton University,Stockton University,"101 Vera King Farris Drive, Galloway, NJ 08205, United States",2022-2023,18.20%,19.42%,20.19%,16.59%,10.23%,12.03%,2.96%,0.19%,0.19%
791,96712,Stockton University,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
792,96712,Stockton University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
793,96712,Stockton University,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
794,96712,Stockton University,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
795,96713,California State University--San Bernardino,"California State University, San Bernardino","5500 University Parkway, San Bernardino, CA 92407, USA",2022-2023,12.40%,16.46%,17.88%,17.15%,16.98%,17.58%,1.55%,0.00%,0.00%
796,96713,California State University--San Bernardino,"University of California, Santa Cruz","1156 High Street, Santa Cruz, CA 95064",2022-2023,55.6%,31.2%,10.7%,1.8%,0.7%,0.0%,0.0%,0.0%,0.0%
797,96714,La Salle University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
798,96715,Springfield College,SPRINGFIELD COLLEGE,"263 ALDEN ST, SPRINGFIELD, Massachusetts, 01109, United States",2023-2024,23%,18%,19%,15%,10%,12%,3%,0.0%,0.0%
799,96715,Springfield College,Springfield College,"263 Alden St, Springfield, MA 01109-3739 USA",2022-2023,27%,16%,16%,14%,11%,13%,3%,0.2%,0%
800,96715,Springfield College,Springfield College,"263 Alden St, Springfield, MA 01109, USA",2020-2021,0.00%,15.21%,16.70%,15.50%,14.20%,3.10%,0.31%,0.00%,0.00%
801,96715,Springfield College,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
802,96716,University of Lynchburg,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
803,96727,Abilene Christian University,Texas Christian University,"2800 South University Drive, Fort Worth, TX, 76129, USA",2022-2023,0,0,0,0,0,0,0,0,0
804,96727,Abilene Christian University,Texas Christian University,"2800 South University Drive, Fort Worth, TX, 76129, USA",2022-2023,0,0,0,0,0,0,0,0,0
805,96728,Marian University (IN),Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
806,96728,Marian University (IN),Marian University,"3200 Cold Spring Road, Indianapolis, IN 46222",2023-2024,15%,20%,25%,20%,10%,5%,3%,1%,1%
807,96728,Marian University (IN),Marian University,Not Provided,2023-2024,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
808,96728,Marian University (IN),Marian University,"3200 Cold Spring Road, Indianapolis, IN 46222",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
809,96728,Marian University (IN),Marian University,"45 S National Ave, Fond du Lac, WI 54935, United States",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
810,96729,University of St. Thomas (TX),University of St. Thomas,"3800 Montrose Blvd, Houston, TX 77006",2022-2023,21.7%,18.4%,22.3%,14.9%,9.8%,9.4%,2.2%,0.2%,1.1%
811,96729,University of St. Thomas (TX),University of St. Thomas,"3800 Montrose Blvd., Houston, TX 77006",2020-2021,20.05%,24.45%,17.86%,14.29%,12.64%,7.14%,0.00%,0.27%,3.30%
812,96729,University of St. Thomas (TX),University of St. Thomas,"2115 Summit Ave, St. Paul, MN 55105-1096",2023-2024,15%,20%,25%,15%,10%,10%,3%,1%,1%
813,96730,University of Wisconsin--La Crosse,University of Wisconsin - La Crosse,"1725 State Street, La Crosse, WI 54601",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
814,96731,West Chester University of Pennsylvania,West Chester University of Pennsylvania,"700 South High Street, West Chester, Pennsylvania, 19383, United States",2023-2024,8.6%,20.9%,22.3%,18.2%,16.6%,10.8%,2.5%,0.0%,0.0%
815,96731,West Chester University of Pennsylvania,West Chester University of Pennsylvania,"700 South High Street, West Chester, PA 19383 USA",2022-2023,7.8%,19.9%,22.9%,20.9%,14.4%,11.5%,2.7%,0.0%,0.0%
816,96731,West Chester University of Pennsylvania,West Chester University,"700 South High Street, West Chester, PA 19383",2020-2021,0.00%,16.02%,22.64%,20.78%,15.24%,13.13%,1.68%,0.00%,0.00%
817,96732,Oakland City University,Oakland University,"2200 N. Squirrel Rd, Rochester, MI 48309",2023-2024,17%,20%,18%,15%,11%,18%,1%,,
818,96732,Oakland City University,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
819,96733,Point Park University,Point Park University,"201 Wood Street, Pittsburgh, PA 15222",2022-2023,28.00%,19.00%,13.00%,12.00%,10.00%,13.00%,5.00%,0.00%,0.00%
820,96733,Point Park University,Point Park University,"201 Wood Street, Pittsburgh, PA 15222",2020-2021,23%,15%,15%,14%,13%,13%,7%,0%,0%
821,96734,St. Ambrose University,St. Ambrose University,"518 W. Locust St., Davenport, Iowa, 52803, United States",2023-2024,7,19,16,17,13,22,6,0,0
822,96734,St. Ambrose University,St. Ambrose University,"518 W. Locust St. Davenport, IA 52803",2020-2021,7.00%,20.00%,19.00%,15.00%,13.00%,20.00%,6.00%,0.00%,0.00%
823,96734,St. Ambrose University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
824,96734,St. Ambrose University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
825,96735,Western Carolina University,Western Carolina University,"1 University Way, Cullowhee NC 28723, USA",2021-2022,6.5%,22.7%,20.8%,18.3%,15.6%,15.1%,1.0%,0%,0%
826,96735,Western Carolina University,Western Carolina University,"Western Carolina University, Cullowhee, NC 28723",2023-2024,20,30,25,15,5,3,1,0.5,0.5
827,96735,Western Carolina University,Western Carolina University,Not Provided,2023-2024,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
828,96735,Western Carolina University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
829,96735,Western Carolina University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
830,96736,DeSales University,DeSales University,"2755 Station Avenue, Center Valley, Pennsylvania, 18034, United States",2023-2024,6.9%,35.4%,17.6%,11.3%,10.7%,10.9%,5.6%,1.6%,0.0%
831,96736,DeSales University,DeSales University,"2755 Station Avenue, Center Valley, PA 18034",2022-2023,23.46%,32.30%,15.50%,10.54%,11.92%,5.76%,0.79%,0.00%,0.00%
832,96736,DeSales University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
833,96736,DeSales University,DeSales University,"2755 Station Ave., Center Valley, PA 18034",2021-2022,0%,0%,0%,0%,0%,0%,0%,0%,0%
834,96736,DeSales University,DeSales University,"2755 Station Ave, Center Valley, PA 18034",2020-2021,26%,23%,14%,12%,17%,6%,1%,0%,0%
835,96736,DeSales University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
836,96767,Winston-Salem State University,Salem State University,"352 Lafayette Street, Salem, MA - 01970",2023-2024,11.54%,10.37%,11.54%,13.40%,17.95%,28.44%,6.76%,0.00%,0.00%
837,96767,Winston-Salem State University,Salem State University,"352 Lafayette Street, Salem, MA - 01970",2021-2022,10.53%,11.92%,13.86%,16.22%,13.64%,27.93%,5.91%,0.00%,0.00%
838,96767,Winston-Salem State University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
839,96768,Marymount University,Marymount University,"2807 North Glebe Road, Arlington, VA 22207",2022-2023,13.00%,15.90%,15.30%,15.60%,13.90%,20.10%,5.90%,0.30%,0.00%
840,96768,Marymount University,Marymount University,"2807 N. Glebe Road, Arlington, VA 22207",2021-2022,19%,12%,14%,12%,14%,18%,10%,0%,0%
841,96768,Marymount University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
842,96769,The Master's University and Seminary,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
843,96769,The Master's University and Seminary,University of San Diego,"5998 Alcala Park, California, 92110-2492",2023-2024,62.0%,23.0%,11.0%,3.0%,1.0%,0.0%,0.0%,0.0%,0.0%
844,96770,Saint Mary's University of Minnesota,University of Minnesota — Twin Cities Campus,"100 Church St. SE, Minneapolis, MN, 55455, USA",2022-2023,,,,,,,,,
845,96770,Saint Mary's University of Minnesota,Saint Mary's University of Minnesota,"700 Terrace Heights, Winona, MN 55987",2019-2020,18.86%,24.58%,18.18%,15.49%,12.12%,6.40%,3.70%,0.00%,0.00%
846,96770,Saint Mary's University of Minnesota,Mount St. Mary's University,"16300 Old Emmitsburg Rd., Emmitsburg, MD 21727",2021-2022,10.00%,15.00%,20.00%,25.00%,20.00%,10.00%,0.00%,0.00%,0.00%
847,96770,Saint Mary's University of Minnesota,Mount St. Mary's University,"16300 Old Emmitsburg Rd., Emmitsburg, MD 21727",2022-2023,10%,20%,30%,20%,10%,5%,3%,1%,1%
848,96771,Alvernia University,Alvernia University,"540 Upland Avenue, Reading, PA 19611",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
849,96771,Alvernia University,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
850,96771,Alvernia University,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
851,96772,Concordia University -- Irvine,Concordia University Irvine,"1530 Concordia West, Irvine, CA 92612",2010-2011,0.0%,20.6%,18.6%,16.9%,21.3%,21.9%,0.7%,0.0%,0.0%
852,96772,Concordia University -- Irvine,"University of California, San Diego","9500 Gilman Drive, La Jolla, California, 92093, United States",2023-2024,23,23,23,23,23,23,23,23,23
853,96772,Concordia University -- Irvine,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
854,96772,Concordia University -- Irvine,Concordia University Irvine,"1530 Concordia West, Irvine, CA 92612",2010-2011,0.0%,20.6%,18.6%,16.9%,21.3%,21.9%,0.7%,0.0%,0.0%
855,96773,Walsh University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
856,96773,Walsh University,Daemen University,"4380 Main St, New York, 14226",2023-2024,10,20,30,15,10,10,3,1,1
857,96774,Alabama State University,Alabama State University,"915 S. Jackson Street, Montgomery, AL 36104, USA",2019-2020,5.47%,6.66%,10.83%,14.31%,19.18%,28.33%,13.52%,0.89%,0.81%
858,96774,Alabama State University,Alabama State University,"915 South Jackson Street, Montgomery, AL 36104, USA",2021-2022,2.00%,2.95%,5.90%,11.80%,23.53%,35.29%,11.76%,5.88%,0.00%
859,96774,Alabama State University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
860,96775,Belhaven University,Belhaven University,"Jackson, MS",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
861,96775,Belhaven University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
862,96775,Belhaven University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
863,96776,Brenau University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
864,96776,Brenau University,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
865,96817,Briar Cliff University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
866,96818,California State University--East Bay,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
867,96818,California State University--East Bay,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
868,96818,California State University--East Bay,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
869,96819,Capitol Technology University,Capital University,"1 College and Main, Columbus, Ohio, 43209, United States of America",2022-2023,0.00,0.00,0.00,14.00,14.00,15.00,3.00,0.00,0.00
870,96819,Capitol Technology University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
871,96819,Capitol Technology University,University of Connecticut,"Storrs, CT 06269",2022-2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
872,96819,Capitol Technology University,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
873,96820,Dominican University New York,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
874,96821,Eastern Kentucky University,Eastern University,"1300 Eagle Rd, St Davids, PA 19087-3696",2022-2023,12.21%,10.39%,12.99%,15.58%,13.51%,17.66%,17.66%,0.00%,0.00%
875,96822,Florida Gulf Coast University,Florida Gulf Coast University,"Florida, USA",2023-2024,28.8,35.7,41.4,42.1,42.2,72.4,75.2,76.7,76.8
876,96822,Florida Gulf Coast University,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
877,96822,Florida Gulf Coast University,Florida Gulf Coast University,"Florida, USA",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
878,96824,Hardin-Simmons University,Hardin-Simmons University,"2200 Hickory St., Abilene, TX 79698 USA",2013-2014,53.85%,17.62%,10.17%,8.68%,6.95%,2.73%,0.00%,0.00%,0.00%
879,96824,Hardin-Simmons University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
880,96824,Hardin-Simmons University,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
881,96825,Kean University,Kean University,"1000 Morris Ave, Union, NJ 07083",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
882,96825,Kean University,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
883,96825,Kean University,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey, 08028, USA",2023-2024,19.32%,11.74%,20.14%,12.76%,14.06%,20.53%,1.45%,0.00%,0.00%
884,96825,Kean University,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey, 08028, USA",2023-2024,19.32%,11.74%,20.14%,12.76%,14.06%,20.53%,1.45%,0.00%,0.00%
885,96826,Mount St. Joseph University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
886,96826,Mount St. Joseph University,Mount St. Joseph University,"5701 Delhi Road, Cincinnati, OH 45233-1670",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
887,96826,Mount St. Joseph University,University of Miami,"P.O. Box 248025, Coral Gables, Florida, 33124",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
888,9683,Boston University,Boston University,"One Silber Way, Boston MA 02215",2023-2024,39%,39%,22%,0%,0%,0%,0%,0%,0%
889,9683,Boston University,Boston University,"One Silber Way, Boston MA 02215",2023-2024,38%,37%,24%,1%,0%,0%,0%,0%,0%
890,9683,Boston University,Boston University,"233 Bay State Road, Boston MA 02215",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
891,9683,Boston University,Boston University,"Boston, MA",2023-2024,38%,37%,24%,1%,0%,0%,0%,0%,0%
892,9683,Boston University,Boston University,"One Silber Way, Boston MA 02215",2021-2022,26%,31%,37%,5%,1%,0%,0%,0%,0%
893,9684,Tulane University of Louisiana,The University of Texas Permian Basin,"4901 E University Blvd, Odessa, TX, 79762, USA",2023-2024,7.0%,9.5%,12.5%,7.8%,8.9%,5.5%,0.2%,0.0%,0.0%
894,9685,University of Wisconsin-Madison,University of New Hampshire,"3 Garrison Avenue, Durham, New Hampshire, 03824, United States",2023-2024,Percent who had GPA of 4.0,Percent who had GPA between 3.75 and 3.99,Percent who had GPA between 3.50 and 3.74,Percent who had GPA between 3.25 and 3.49,Percent who had GPA between 3.00 and 3.24,Percent who had GPA between 2.50 and 2.99,Percent who had GPA between 2.0 and 2.49,Percent who had GPA between 1.0 and 1.99,Percent who had GPA below 1.0
895,9686,The Pennsylvania State University,Penn State University Park,"201 Old Main, University Park, PA 16802-1503",2022-2023,0.00%,47.91%,25.87%,16.55%,7.41%,1.98%,0.27%,0.01%,0.00%
896,9686,The Pennsylvania State University,Saint Vincent College,"300 Fraser Purchase Road, Latrobe, PA 15650",2021-2022,29.04%,,,,,,,,
897,9686,The Pennsylvania State University,Penn State University Park,"201 Old Main, University Park, PA 16802-1503",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
898,9686,The Pennsylvania State University,Western New England University,"1215 Wilbraham Road, Springfield, MA, 01119",2023-2024,36.43%,10.69%,12.66%,12.10%,11.11%,11.95%,4.92%,0.14%,0.00%
899,96867,Oral Roberts University,Oral Roberts University,"7777 S. Lewis Avenue, Tulsa, OK 74171 USA",2002-2003,0,81.3,81.3,81.3,81.3,17.7,1.4,1.4,0
900,96867,Oral Roberts University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
901,96867,Oral Roberts University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
902,96867,Oral Roberts University,Oral Roberts University,"7777 S. Lewis Avenue, Tulsa, OK 74171, United States",2023-2024,36%,18%,16%,11%,13%,5%,1%,0%,0%
903,96867,Oral Roberts University,The University of Texas Permian Basin,"4901 E University Blvd, Odessa, TX, 79762, USA",2023-2024,7.0%,9.5%,12.5%,7.8%,8.9%,5.5%,0.2%,0.0%,0.0%
904,96868,Pontifical Catholic University of Puerto Rico--Arecibo,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
905,96869,Purdue University Global,Purdue University,"475 Stadium Drive, West Lafayette, Indiana, 47906, United States",2023-2024,33.8%,32.5%,,,,,,,
906,96869,Purdue University Global,Purdue University,"Ernest C. Young Hall, 155 S Grant St, West Lafayette, IN 47907, USA",2022-2023,12.71%,23.48%,10.77%,10.77%,4.02%,0.24%,0.07%,0.00%,0.00%
907,96869,Purdue University Global,University of Connecticut,"Storrs, CT 06269",2022-2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
908,9687,University of Florida,University of Florida - Main Campus,"Gainesville, FL 32611",2022-2023,59.00%,37.00%,4.00%,,,,,,
909,9687,University of Florida,University of Florida-Online,State University System of Florida,2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
910,9687,University of Florida,University of Florida,"Gainesville, FL 32611, United States",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
911,96870,Radford University,Radford University,"Radford, VA 24142",2021-2022,12%,0%,0%,15%,0%,0%,6%,0%,0%
912,96870,Radford University,Radford University,"801 East Main Street, Radford, VA 24142",2023-2024,17%,12%,15%,17%,17%,20%,3%,0%,0%
913,96870,Radford University,Bradley University,"1501 W. Bradley Ave., Peoria, Illinois, 61625, United States",2023-2024,39.3%,20.4%,0%,0%,0%,0%,0%,0%,0%
914,96870,Radford University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
915,96870,Radford University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
916,96871,Saint Leo University,Saint Leo University,WorldWide,2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
917,96871,Saint Leo University,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
918,96871,Saint Leo University,Saint Leo University,"Florida, USA",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
919,96872,South College,University of Miami,"P.O. Box 248025, Coral Gables, Florida, 33124",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
920,96872,South College,Stevens Institute of Technology,"1 Castle Point Terrace, Hoboken, New Jersey, 07030, United States",2023-2024,69.09,11.93,12.45,3.73,2.18,0.52,0.10,0.00,0.00
921,96873,Southeastern Baptist Theological Seminary,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
922,96873,Southeastern Baptist Theological Seminary,Southeastern Baptist Theological Seminary,The College at Southeastern,2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
923,96874,Southeastern University,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
924,96875,Southern University and A&M College,Southern University and Agricultural & Mechanical College,"Baton Rouge, Louisiana",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
925,96876,St. Thomas University (FL),University of St. Thomas,"3800 Montrose Blvd., Houston, TX 77006",2021-2022,21.7%,18.4%,22.3%,14.9%,9.8%,9.4%,2.2%,0.2%,1.1%
926,96876,St. Thomas University (FL),Aquinas College,"Grand Rapids, Michigan, USA",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
927,96877,Tarleton State University,Tarleton State University,"1333 West Washington Street, Stephenville, Texas 76402",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
928,96877,Tarleton State University,Tarleton State University,"1333 West Washington Street, Stephenville, Texas 76402",2020-2021,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
929,96877,Tarleton State University,Pitzer College,"1050 N. Mills Avenue, Claremont, California, 91711, United States",2023-2024,45.5%,33.7%,17.5%,2.0%,0.4%,0.8%,0.0%,0.0%,0.0%
930,96877,Tarleton State University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
931,96878,University of Houston--Clear Lake,University of Houston-Downtown,"One Main Street, Office of Admissions, Suite GSB308, Houston, TX 77002 USA",2023-2024,10.41%,9.66%,15.41%,18.49%,17.54%,24.86%,3.08%,0.55%,0.00%
932,96878,University of Houston--Clear Lake,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
933,96878,University of Houston--Clear Lake,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
934,96879,University of Mary Hardin-Baylor,Baylor University,"1320 S. 7th Street, Waco, TX 76706",2023-2024,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
935,96879,University of Mary Hardin-Baylor,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
936,96880,University of Pikeville,University of Pikeville,"147 Sycamore St, Pikeville, KY 41501",2023-2024,19,27,15,9,9,12,6,3,0
937,96880,University of Pikeville,University of Pikeville,147 Sycamore Street,2023-2024,45%,16%,10%,10%,9%,12%,6%,3%,0%
938,96880,University of Pikeville,Northern Michigan University,"1401 Presque Isle Avenue, Marquette, Michigan, 49855, United States",2023-2024,7,0,0,0,0,0,0,0,0
939,96880,University of Pikeville,Northern Michigan University,"1401 Presque Isle Avenue, Marquette, Michigan, 49855, United States",2023-2024,7,0,0,0,0,0,0,0,0
940,96881,University of Wisconsin--Oshkosh,University of Wisconsin-Oshkosh,"Oshkosh, Wisconsin",2023-2024,15%,25%,30%,10%,10%,5%,3%,1%,1%
941,96881,University of Wisconsin--Oshkosh,University of Wisconsin-Oshkosh,"800 Algoma Blvd, Oshkosh, WI 54901",2023-2024,15%,25%,30%,20%,5%,3%,1%,0.5%,0.5%
942,96881,University of Wisconsin--Oshkosh,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
